id,listing_url,name,description,neighborhood_overview,host_is_superhost,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bathrooms,bedrooms,beds,amenities,has_wifi,has_kitchen,has_tv,has_ac,has_pool,has_parking,has_washer,has_elevator,amenities_count,price_numeric,price,minimum_nights,review_scores_rating,review_scores_value,instant_bookable
52673043,https://www.airbnb.com/rooms/52673043,beautifull home amsterdam,"in a quiet neighborhood, 10 minutes by bike from nsdm terrain and the ferry to amsterdam west or central. located in a nice neighborhood with supermarket nearby and a good bus connection with the rest of the city. the house has just been renovated and furnished with new furniture and kitchen. in the garden there is a great place for children to play safely or light the bbq.",quiet family neighborhood with lots of cozy neighbors,0,noord-west,52.42016,4.89575,entire home,entire home/apt,6,1.5 baths,1.5,4,4,"[""Private backyard \u2013 Not fully fenced"", ""Free parking on premises"", ""Free street parking"", ""Portable fans"", ""Toaster"", ""BBQ grill"", ""Free dryer \u2013 In unit"", ""Books and reading material"", ""Wifi"", ""Hangers"", ""Hot water kettle"", ""Children\u2019s dinnerware"", ""Shower gel"", ""Children\u2019s books and toys for ages 0-2 years old and 2-5 years old"", ""Fire pit"", ""Wine glasses"", ""Cleaning products"", ""Baby safety gates"", ""Dining table"", ""TV"", ""Hot water"", ""Bed linens"", ""Long term stays allowed"", ""Central heating"", ""Iron"", ""Cooking basics"", ""Shampoo"", ""Dishes and silverware"", ""Coffee maker"", ""Blender"", ""Luggage dropoff allowed"", ""Body soap"", ""Baking sheet"", ""Outdoor dining area"", ""Crib"", ""Garden view"", ""Laundromat nearby"", ""Microwave"", ""Drying rack for clothing"", ""Board games"", ""Ethernet connection"", ""Oven"", ""Bathtub"", ""Freezer"", ""Children\u2019s bikes"", ""Hair dryer"", ""Private entrance"", ""Dishwasher"", ""Induction stove"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Baby bath"", ""Changing table"", ""Refrigerator"", ""Central air conditioning"", ""Kitchen"", ""Essentials"", ""Outdoor furniture"", ""Pack \u2019n play/Travel crib"", ""Baby monitor"", ""High chair"", ""Waterfront"", ""Free washer \u2013 In unit"", ""Conditioner"", ""Clothing storage: closet""]",1,1,1,1,0,1,1,0,6,281,$281.00,5,4.5,5,0
52687629,https://www.airbnb.com/rooms/52687629,"room 66 - spacious studio in 'de pijp', amsterdam","this spacious studio with private access is located on the first floor of our 19th century building in trendy and lively neighborhood de pijp. walking distance to the city center, the famous van gogh and rijks museum. the lovely sarphatipark, the coziest bars and restaurants of amsterdam, public transport or rent-a-bike just around the corner. high-speed wifi internet, a kitchen counter, toaster, fridge, nespresso machine, central heating, and a bathroom all for you!",missing,1,de pijp - rivierenbuurt,52.355656,4.898954,private room in bed and breakfast,private room,2,1 private bath,1,1,1,"[""Coffee"", ""Toaster"", ""Wifi"", ""Books and reading material"", ""Hangers"", ""Hot water kettle"", ""Paid street parking off premises"", ""Lockbox"", ""Clothing storage: wardrobe"", ""Wine glasses"", ""Cleaning products"", ""Dining table"", ""Private living room"", ""Hot water"", ""Bed linens"", ""Central heating"", ""Iron"", ""Private patio or balcony"", ""Self check-in"", ""Shampoo"", ""Dishes and silverware"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Body soap"", ""Laundromat nearby"", ""Dedicated workspace"", ""Bathtub"", ""Hair dryer"", ""Private entrance"", ""Carbon monoxide alarm"", ""Coffee maker: Nespresso"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Refrigerator"", ""First aid kit"", ""Essentials""]",1,0,0,0,0,1,0,0,2,179,$179.00,3,4.98,4.85,1
52727078,https://www.airbnb.com/rooms/52727078,complete house with garden in amsterdam - de pijp,"bright, recently renovated 76m2 apartment with a sunny 42m2 garden in de pijp/oud-zuid. spacious kitchen and living area with doors opening to a garden with dining table, bbq and lounge. bedroom with king-size bed and separate office/guest room with sofa bed. modern bathroom, separate toilet, and two separate sleeping areas. quiet street in vibrant amsterdam.","in the narrow streets of the alternative de pijp you'll find plenty of oriental eateries, traditional pubs and cafes with terraces. at the albert cuypmarkt stallholders sell dutch specialties like 'haring' and 'stroopwafels'. at the heineken experience in a former brewery you discover the history of beer brewing with the help of multimedia and you can participate in tastings. the sarphatipark nearby features english gardens with ponds and lawns.",0,de pijp - rivierenbuurt,52.34897,4.88751,entire home,entire home/apt,2,1 bath,1,2,2,"[""Coffee"", ""Pets allowed"", ""Bikes"", ""Toaster"", ""BBQ grill"", ""Free dryer \u2013 In unit"", ""Books and reading material"", ""Wifi"", ""Hangers"", ""Babysitter recommendations"", ""Hot water kettle"", ""Paid street parking off premises"", ""Private backyard \u2013 Fully fenced"", ""Rituals body soap"", ""Shower gel"", ""Washer"", ""Clothing storage: closet and wardrobe"", ""Wine glasses"", ""Cleaning products"", ""Dining table"", ""TV"", ""Hot water"", ""Bed linens"", ""Rice maker"", ""Long term stays allowed"", ""Single level home"", ""Central heating"", ""Iron"", ""Cooking basics"", ""Shampoo"", ""Dishes and silverware"", ""Blender"", ""Fire extinguisher"", ""Sonos sound system"", ""Luggage dropoff allowed"", ""Outdoor dining area"", ""Laundromat nearby"", ""Trash compactor"", ""EV charger"", ""Microwave"", ""Drying rack for clothing"", ""Paid parking on premises"", ""Board games"", ""Ethernet connection"", ""Gas stove"", ""Host greets you"", ""Dedicated workspace"", ""Oven"", ""Freezer"", ""Barbecue utensils"", ""Hair dryer"", ""Private entrance"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Coffee maker: Nespresso"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Refrigerator"", ""First aid kit"", ""Kitchen"", ""Essentials"", ""Outdoor furniture"", ""Waterfront"", ""Cleaning available during stay""]",1,1,1,0,0,1,1,0,5,351,$351.00,2,4.67,4.5,0
52728249,https://www.airbnb.com/rooms/52728249,"spacious apartment in centre, near amstel river","newly renovated amsterdam apartment, with sicilian touch. two bedrooms and spacious living, with balconies front and back. next to the amstel river <5 minutes walking distance from the skinny bridge, various museums and restaurants. ideal for a families, couples as well as solo traveller looking for a quite and well-maintained apartment on the eastern side of amsterdam centre.",missing,0,oud-oost,52.3579,4.9079,entire rental unit,entire home/apt,3,1.5 baths,1.5,2,2,"[""Smoke alarm"", ""TV"", ""Wifi"", ""Paid parking on premises"", ""Kitchen"", ""Dedicated workspace"", ""Washer""]",1,1,1,0,0,1,1,0,5,234,$234.00,5,4.96,4.79,0
52812458,https://www.airbnb.com/rooms/52812458,"2 bedrooms, terrace, bbq, 2 floors 120m2","welcome to our 120m2, 2-floor apartment in valeriusstraat. we rent out the whole apartment, or our guest room separately. here you can book the whole apartment. the whole apartment consists of 2 bedrooms, a big living/dining room and a roof terrace. it is located on the 3rd and 4th floor in lovely, local oud-zuid, amsterdam in close proximity to vondelpark and museumsplein.","the valeriusstraat lies within the willemspark area. a well known, posh residential but quiet area.it is in close proximity to the vondelpark and museumsplein",0,zuid,52.35179,4.85789,entire condo,entire home/apt,5,1 bath,1,2,2,"[""Coffee"", ""Coffee maker: pour-over coffee"", ""Courtyard view"", ""BBQ grill"", ""Free dryer \u2013 In unit"", ""Books and reading material"", ""Wifi"", ""Hangers"", ""Sound system"", ""Hot water kettle"", ""Paid street parking off premises"", ""Lockbox"", ""Stainless steel oven"", ""Shower gel"", ""Clothing storage: wardrobe"", ""Exercise equipment"", ""Wine glasses"", ""Cleaning products"", ""Dining table"", ""TV"", ""Hot water"", ""Bed linens"", ""Rice maker"", ""Long term stays allowed"", ""Central heating"", ""Iron"", ""Room-darkening shades"", ""Cooking basics"", ""Shampoo"", ""Dishes and silverware"", ""Private patio or balcony"", ""Self check-in"", ""Body soap"", ""Baking sheet"", ""Outdoor dining area"", ""Garden view"", ""Microwave"", ""Stove"", ""Drying rack for clothing"", ""Board games"", ""Dedicated workspace"", ""Bathtub"", ""Freezer"", ""Barbecue utensils"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Smoke alarm"", ""Refrigerator"", ""First aid kit"", ""Kitchen"", ""Outdoor furniture"", ""Free washer \u2013 In unit"", ""Conditioner""]",1,1,1,0,0,1,1,0,5,287,$287.00,5,4.45,4.45,0
52840171,https://www.airbnb.com/rooms/52840171,huis met tuin in amsterdam west,"this beautiful house is centrally located in hip amsterdam west. this home, ideal for a couple, combines luxury with the comfort of a quiet residential environment. the open kitchen, equipped with high quality equipment, offers a perfect setting for cozy dinners. the home has a spacious, sunny garden that invites you to relax in peace. the location offers both privacy and proximity to the city center, with trendy cafes, shops and parks within walking distance.",missing,0,bos en lommer,52.37857064,4.85541426,entire home,entire home/apt,2,1 bath,1,1,2,"[""Coffee"", ""Bikes"", ""Portable fans"", ""Wifi"", ""Books and reading material"", ""Hot water kettle"", ""Private backyard \u2013 Fully fenced"", ""Washer"", ""Fire pit"", ""Wine glasses"", ""Dining table"", ""TV"", ""Changing table - available upon request"", ""Hot water"", ""Clothing storage: dresser"", ""Outdoor playground"", ""Central heating"", ""Private patio or balcony"", ""Blender"", ""Dishes and silverware"", ""Sonos sound system"", ""Baking sheet"", ""Outdoor dining area"", ""Laundromat nearby"", ""Private BBQ grill: charcoal, wood-burning"", ""Microwave"", ""Paid parking on premises"", ""Beach essentials"", ""Dedicated workspace"", ""Other gas stove"", ""Oven"", ""Mini fridge"", ""Outdoor kitchen"", ""Sun loungers"", ""Hair dryer"", ""Private entrance"", ""Carbon monoxide alarm"", ""Portable air conditioning"", ""Dishwasher"", ""Coffee maker: Nespresso"", ""Smoke alarm"", ""Extra pillows and blankets"", ""First aid kit"", ""Kitchen"", ""Outdoor furniture""]",1,1,1,1,0,1,1,0,6,181,$181.00,7,5,5,0
52848903,https://www.airbnb.com/rooms/52848903,modern renovated apartment in south amsterdam,"completely modern renovated bright and spacious 2 bed room apartment of approximately 84m2 on the first floor with living room, kitchen, 2 balconies. very convenient location in buitenveldert near the gijsbrecht of amstelpark, great gelderlandplein, rai, public transport( metro, bus and tram) and roads to schiphol, utrecht and haarlem. also near te business centre ""zuid as"" and the university.",quite and friendly dutch family,0,buitenveldert - zuidas,52.32659,4.87897,entire rental unit,entire home/apt,3,1.5 baths,1.5,2,3,"[""Coffee"", ""Toaster"", ""Free dryer \u2013 In unit"", ""Books and reading material"", ""Wifi"", ""Park view"", ""Hangers"", ""Hot water kettle"", ""Stainless steel oven"", ""Shower gel"", ""Washer"", ""Wine glasses"", ""Cleaning products"", ""Dining table"", ""Coffee maker: espresso machine"", ""Hot water"", ""Rice maker"", ""Long term stays allowed"", ""Central heating"", ""Iron"", ""Room-darkening shades"", ""Cooking basics"", ""Shampoo"", ""Dishes and silverware"", ""Blender"", ""Fire extinguisher"", ""Body soap"", ""Baking sheet"", ""Microwave"", ""Air conditioning"", ""Drying rack for clothing"", ""Stove"", ""Paid parking on premises"", ""Lake access"", ""Ethernet connection"", ""55 inch HDTV with HBO Max, Netflix, premium cable"", ""Dedicated workspace"", ""Freezer"", ""Bread maker"", ""Mini fridge"", ""Hair dryer"", ""Private entrance"", ""Dishwasher"", ""Mosquito net"", ""Safe"", ""Extra pillows and blankets"", ""Refrigerator"", ""First aid kit"", ""Kitchen"", ""Essentials"", ""Patio or balcony"", ""High chair"", ""Waterfront"", ""Clothing storage: closet"", ""Conditioner""]",1,1,1,1,0,1,1,0,6,113,$113.00,90,4.91,4.7,0
52849571,https://www.airbnb.com/rooms/52849571,stylish apartment in the heart of amsterdam,"beautifull apartement located in the heart of amsterdam. jordaan area, in between the dam and leidse square and just footstaps away the '9 streets' shopping & dining area, anne frank house and the westertoren!",missing,1,centrum-west,52.37322,4.88165,entire condo,entire home/apt,2,1 bath,1,1,1,"[""Coffee"", ""Wifi"", ""Hangers"", ""Hot water kettle"", ""TV with Netflix"", ""Washer"", ""Wine glasses"", ""Cleaning products"", ""Hot water"", ""Bed linens"", ""Single level home"", ""Central heating"", ""Iron"", ""Cooking basics"", ""Dishes and silverware"", ""Shampoo"", ""Free dryer"", ""Clothing storage"", ""Freezer"", ""Hair dryer"", ""Dishwasher"", ""Refrigerator"", ""Kitchen"", ""Essentials""]",1,1,1,0,0,0,1,0,4,294,$294.00,3,4.94,4.69,0
52851679,https://www.airbnb.com/rooms/52851679,bright 2p apartment with canal view in the jordaan,"ideal for a family trip! welcome to our home in amsterdam! it is a bright 55 sqm apartment with open kitchen, two bedrooms, bathroom and an amazing view, located on the second floor. centrally located in the cozy jordaan neighborhood, with many bars and restaurants, 10min bike ride from the dam square, and conveniently positioned for public transportation in all directions.","when visiting amsterdam for just a few days, every decision-where you stay, what you see, how you move-shapes your experience of the city. of all the neighborhoods amsterdam has to offer, the jordaan stands out as the ideal base for short-term visitors. with its blend of local charm, cultural richness, accessibility, and beauty, the jordaan offers an authentic amsterdam experience in a compact, walkable, and endlessly interesting setting. 1. central yet peaceful location the jordaan is located just west of the city center (centrum), offering an excellent balance between accessibility and tranquility. it's within walking distance to key attractions like: anne frank house (located in the jordaan) westerkerk the canal ring (grachtengordel) dam square (10-15 minutes on foot) the nine streets (de negen straatjes) shopping area despite its proximity to busy tourist hubs, the jordaan remains relaxed",0,centrum-west,52.37204,4.87514,entire condo,entire home/apt,2,1 bath,1,1,1,"[""Canal view"", ""Coffee"", ""Paid parking garage off premises"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Hangers"", ""Hot water kettle"", ""Crib - available upon request"", ""Washer"", ""Wine glasses"", ""Cleaning products"", ""Dining table"", ""TV"", ""Hot water"", ""Bed linens"", ""Central heating"", ""Iron"", ""Room-darkening shades"", ""Cooking basics"", ""Shampoo"", ""Dishes and silverware"", ""Coffee maker"", ""Blender"", ""Fire extinguisher"", ""Body soap"", ""Laundromat nearby"", ""Stove"", ""Drying rack for clothing"", ""Host greets you"", ""Dedicated workspace"", ""Oven"", ""Freezer"", ""Hair dryer"", ""Private entrance"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Smoke alarm"", ""Refrigerator"", ""Kitchen"", ""Essentials""]",1,1,1,0,0,1,1,0,5,333,$333.00,2,4.81,4.75,0
52890371,https://www.airbnb.com/rooms/52890371,stunning residence in vondelpark/museum district,"**important information** i only accept guests above the age of 25+. a beautiful stay in the museum quarter of 'amsterdam zuid'. the accommodation is located next to the vondel park and within walking distance to museums, restaurants, and shops making it the perfect spot to discover amsterdam. airconditioning elevator high speed wi-fi 46 inch flatscreen",missing,1,zuid,52.354507,4.870485,private room in bed and breakfast,private room,2,1 private bath,1,1,1,"[""Heating"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""TV"", ""Air conditioning"", ""First aid kit"", ""Wifi"", ""Bed linens"", ""Hangers"", ""Long term stays allowed"", ""Essentials"", ""Shampoo"", ""Coffee maker"", ""Elevator"", ""Fire extinguisher""]",1,0,1,1,0,0,0,1,4,201,$201.00,2,4.81,4.63,1
52927383,https://www.airbnb.com/rooms/52927383,lovely comfortable bed&breakfast with canal view,"bright and welcoming canal-side apartment in the charming oud west area, one of amsterdam's most vibrant neighbourhoods. the loft is accessed through a private door, it has a balcony with canal views, spacious living room, kitchenette, cosy bedroom facing a beautiful garden, and en-suite bathroom. perfectly located near vondelpark, museums, markets and cafes, with excellent public transport links.",missing,0,de baarsjes - oud-west,52.36594391,4.873654842,private room in bed and breakfast,private room,2,1.5 baths,1.5,1,1,"[""Canal view"", ""Portable fans"", ""Toaster"", ""Wifi"", ""Books and reading material"", ""Coffee maker: drip coffee maker"", ""Hangers"", ""Hot water kettle"", ""Wine glasses"", ""Cleaning products"", ""Dining table"", ""TV"", ""Private living room"", ""Hot water"", ""Bed linens"", ""Central heating"", ""Iron"", ""Cooking basics"", ""Shampoo"", ""Dishes and silverware"", ""Fire extinguisher"", ""Body soap"", ""Garden view"", ""Laundromat nearby"", ""Microwave"", ""Drying rack for clothing"", ""Dedicated workspace"", ""Clothing storage"", ""Kitchenette"", ""Paid parking off premises"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Refrigerator"", ""First aid kit"", ""Essentials"", ""Waterfront""]",1,1,1,0,0,1,0,0,4,158,$158.00,4,4.77,4.66,0
52942756,https://www.airbnb.com/rooms/52942756,beautiful amsterdam appartment by the water,"this beautiful and cosy apartment is very spacious with a big garden located by the water (slotervaart), where in the summer you can see lots of boats passing. it's located just 10 minutes by bike from the famous vondelpark and it's only 5 minutes walking distance from the beautiful sloterpark. the centre of amsterdam is only 10/15 minutes by uber or 20 minutes by bike or public transport. there is free parking 100 meters from the house.","osdorp/sloterpark the house is situated in osdorp, a part of amsterdam a bit away from the busyness of the city and close to one of amsterdams most beautiful parks: sloterpark, a lake surrounded by a park. very nice for walks, running/exercising or to have a drink/bite at one of the restaurants. in the summer you can also swim here (city beach). amsterdam centre the centre of amsterdam is also close by and can easily be reached via several transport options: - public transport 25 min - bike 20 min - uber 10/15 min other - free parking 100 meter from the apartment - supermarket + shopping area close by (10 min walk) beach zandvoort or bloemendaal for example are easily reached by: - train 50/60 min - car/uber 30 min",0,osdorp,52.35224,4.81124,entire condo,entire home/apt,4,1 bath,1,2,2,"[""Canal view"", ""Free street parking"", ""Portable fans"", ""BBQ grill"", ""Wifi"", ""Coffee maker: drip coffee maker"", ""Hangers"", ""Hot water kettle"", ""Private backyard \u2013 Fully fenced"", ""Pocket wifi"", ""Shower gel"", ""Washer"", ""Wine glasses"", ""Cleaning products"", ""Dining table"", ""TV"", ""Hot water"", ""Bed linens"", ""Single level home"", ""Central heating"", ""Iron"", ""Private patio or balcony"", ""Cooking basics"", ""Shampoo"", ""Dishes and silverware"", ""Blender"", ""Luggage dropoff allowed"", ""Body soap"", ""Outdoor dining area"", ""Stove"", ""Drying rack for clothing"", ""Board games"", ""Dedicated workspace"", ""Oven"", ""Clothing storage"", ""Freezer"", ""Barbecue utensils"", ""Boat slip"", ""Hair dryer"", ""Private entrance"", ""Dishwasher"", ""Mosquito net"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Refrigerator"", ""First aid kit"", ""Kitchen"", ""Essentials"", ""Outdoor furniture"", ""Hammock"", ""Waterfront""]",1,1,1,0,0,1,1,0,5,350,$350.00,3,5,4.77,0
52946755,https://www.airbnb.com/rooms/52946755,luxurious renovated ground floor apartment,"welcome to our newly renovated, high-end ground floor apartment, just 50 meters from the famous vondelpark! completed this year with great attention to detail, it features a brand new oak floor, a design bathroom with rain shower and bathtub, a sunny green garden, and a spacious living room. the living room offers a beautiful view on the park. guests often say: ""it's so peaceful and quiet, yet zo close to everything!"" hope to welcome you soon, warm regards, @hugofeenstra","i love this neighborhood so much! the house is located at a little park, which makes it bright and natural. when you walk to the right you will find the entrance of the vondelpark at only 50 meters. if you walk to the right you will find the rembrandtpark at only 100 meters. it's the ultimate place for having best of boths worlds, the quiet green parks next to the house but if you hop on the bike / take a walk, you will be in the city center within 10 minutes. the schinkelbuurt is located in the district amsterdam-zuid. the neighborhood was built in 1900 as part of sloten. the revolution building for this neighborhood can still be found everywhere. an interesting part of this neighborhood is the established business park schinkel, which is a breeding ground for creative entrepreneurs. the neighborhood is cozy and quiet because of the many greenery and water that can be found in the neighborhood. in the summer you can relax at the stadiongracht or in park schinkele",0,zuid,52.354771,4.851624,entire loft,entire home/apt,2,1.5 baths,1.5,1,1,"[""Coffee"", ""Coffee maker: pour-over coffee"", ""Free dryer \u2013 In unit"", ""Books and reading material"", ""Wifi"", ""Park view"", ""Hangers"", ""Babysitter recommendations"", ""Siemens oven"", ""Hot water kettle"", ""Indoor fireplace"", ""Private backyard \u2013 Fully fenced"", ""Lockbox"", ""Shower gel"", ""Washer"", ""Siemens induction stove"", ""Wine glasses"", ""Cleaning products"", ""Weleda or similar  shampoo"", ""Hot water"", ""Bed linens"", ""Rice maker"", ""Long term stays allowed"", ""Single level home"", ""Central heating"", ""Iron"", ""Room-darkening shades"", ""Cooking basics"", ""Dishes and silverware"", ""Blender"", ""Rich and Ecological Shower Gel body soap"", ""Self check-in"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""HDTV with Apple TV, Disney+, Netflix"", ""Baking sheet"", ""Outdoor dining area"", ""Garden view"", ""EV charger"", ""Microwave"", ""Drying rack for clothing"", ""Paid parking on premises"", ""Dedicated workspace"", ""Bathtub"", ""Siemens refrigerator"", ""Freezer"", ""Hair dryer"", ""Private entrance"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Baby bath"", ""First aid kit"", ""Kitchen"", ""Essentials"", ""Outdoor furniture"", ""BOSE Bluetooth sound system"", ""Hammock"", ""Waterfront""]",1,1,1,0,0,1,1,0,5,220,$220.00,12,5,4.8,0
52959932,https://www.airbnb.com/rooms/52959932,lovely apartment with large private patio,"a spacious private apartment in the middle of one of the most popular neighborhoods in amsterdam, close to the center, 10 minute walk from the zoo. the apartment is situated at the dappermarket and there are a lot of nice bars, museums and restaurants in the street and around the corner. the apartment has a nice sun terrace attached to the bedroom.",missing,0,oud-oost,52.3627,4.92966,entire rental unit,entire home/apt,3,1 bath,1,1,2,"[""Record player"", ""Outdoor dining area"", ""Dishwasher"", ""Smoke alarm"", ""TV"", ""Wifi"", ""Microwave"", ""Hot water"", ""Kitchen"", ""Stove"", ""Dining table"", ""Central heating"", ""Private backyard \u2013 Fully fenced"", ""Cooking basics"", ""Dishes and silverware"", ""Washer""]",1,1,1,0,0,0,1,0,4,213,$213.00,3,4,3.8,0
52967596,https://www.airbnb.com/rooms/52967596,the boutique loft city center amsterdam,"this unique loft-apartment (70sqm) is located on the ground floor of a building on a quiet street in the heart of the un canal district. it has been recently renovated and has a spacious open living area/kitchen and 1 open bedrooms(max. 4 pers.). in walking distance of all major sites of amsterdam. the loft is a perfect getaway for a few nights in our amazing city. your stay will be fully equipped with towels, bedding, soap and shampoo, coffee, tea and little extra's!",close to nice local restaurants and shops in the utrechtsestraat. in between 3 big canals on 50 meter distance.,0,centrum-oost,52.36026,4.89683,entire condo,entire home/apt,4,1 bath,1,1,2,"[""Coffee"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Hangers"", ""Hot water kettle"", ""HDTV with standard cable"", ""Clothing storage: wardrobe"", ""Wine glasses"", ""Cleaning products"", ""Dining table"", ""Hot water"", ""Bed linens"", ""Long term stays allowed"", ""Central heating"", ""Cooking basics"", ""Dishes and silverware"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Laundromat nearby"", ""Paid parking garage on premises"", ""Host greets you"", ""Dedicated workspace"", ""Oven"", ""Freezer"", ""Private entrance"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Induction stove"", ""Coffee maker: Nespresso"", ""Smoke alarm"", ""Refrigerator"", ""Savoir Faire shampoo"", ""Kitchen"", ""Essentials"", ""Free washer \u2013 In unit""]",1,1,1,0,0,1,1,0,5,299,$299.00,1,4.53,4.37,0
52998803,https://www.airbnb.com/rooms/52998803,bright 2-bedroom apartment,"stay in an apartment next to vondelpark and just a 10-minute walk from museumplein while enjoying all the conveniences of the catalonia vondel amsterdam hotel. this 80 m2 apartment features 2 bedrooms, a fully equipped kitchen, a bathroom, and a living room with a sofa and smart tv. additionally, you won't need to worry about cleaning, and if you wish, you can enjoy the buffet breakfast we serve every morning. important: access to the apartment on the first floor is only available via stairs.","you'll be staying in the vibrant oud-west district, an up-and-coming area with a growing array of activities and services in recent years. most buildings were constructed in the early 20th century, and today it's one of the city's most bohemian neighborhoods, with designer shops, brunch spots, and specialty coffee houses, as well as a wide range of entertainment options. leidseplein, just 350 meters from the hotel, is the nightlife hub of the neighborhood, with restaurants, bars, nightclubs, cinemas, and theaters. this area of amsterdam also features artisan and gourmet food markets at the cultural space de hallen. not to mention that the city's green lung, vondelpark, is just 300 meters away, offering 47 hectares, including the openluchttheater, an open-air theater hosting free performances every summer.",1,de baarsjes - oud-west,52.362637,4.878065,room in hotel,private room,4,1 private bath,1,2,3,"[""Heating"", ""Hair dryer"", ""Building staff"", ""TV"", ""Air conditioning"", ""Wifi"", ""Kitchen"", ""Essentials"", ""Dedicated workspace"", ""Dryer"", ""Self check-in"", ""Shampoo"", ""Paid parking off premises"", ""Washer""]",1,1,1,1,0,1,1,0,6,679,$679.00,1,4.81,4.5,1
53007617,https://www.airbnb.com/rooms/53007617,sleeping under the amsterdam stars- free parking!,"sleeping under stars & free parking! studio apartment in restored dike house from 1903 on the schellingwouderdijk in amsterdam. the beautiful surroundings are a perfect combination for people that love both the city center and rural life. the characteristic family house offers views on the amsterdam ij and meadow for children to play, with tables from where to enjoy the panoramic sight of horses and ships sailing by. in summer swim in front, skate in winter! registered under 97188. z/20/1761348","a perfect area for walking, cycling, or resting. marken and volendam are a 30 minute bike-ride along the dike, edam and monnikendam are at the distance of an hour by bike through beautiful meadows with horses, cows and sheep. one can have a break or high tea in one of the authentic cafes or a glass of biological milk, or biological ice-cream in a farm on the way. excellent (sustainable) restaurants in both the rural countryside and in the artistic part of northern amsterdam - de ceuvel, pllek, il pecorino, wilhelmina dok (with views on the large cruiseships), loetje, de goudfazant, etc. or one can have a cool beer or white wine on a terrace at het sluisje, het schoolhuis, beer brewery oedipus, landmarkt or in one of the many other bars, cafes and restaurants. in the eye film institute just in front of amsterdam central station on the northern coast, one can enjoy a good movie, visit the film museum, have a drink or a meal at the terrace on the ij or inside the beautiful building.",1,noord-oost,52.38525,4.95448,entire home,entire home/apt,2,1 bath,1,1,1,"[""Coffee"", ""Free parking on premises"", ""Free street parking"", ""Portable fans"", ""Toaster"", ""Wifi"", ""Park view"", ""Hangers"", ""Babysitter recommendations"", ""Hot water kettle"", ""Children\u2019s dinnerware"", ""Shared patio or balcony"", ""Lockbox"", ""Children\u2019s books and toys"", ""Shower gel"", ""River view"", ""Wine glasses"", ""Cleaning products"", ""Baby safety gates"", ""Dining table"", ""Hot water"", ""Bed linens"", ""Outlet covers"", ""Long term stays allowed"", ""Outdoor playground"", ""Single level home"", ""Iron"", ""Self check-in"", ""City skyline view"", ""Shampoo"", ""Cooking basics"", ""Dishes and silverware"", ""Blender"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Body soap"", ""Outdoor dining area"", ""Garden view"", ""Laundromat nearby"", ""EV charger"", ""Microwave"", ""Lake access"", ""Board games"", ""Window guards"", ""Dedicated workspace"", ""Oven"", ""Freezer"", ""Bread maker"", ""Electric stove"", ""Heating"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Coffee maker: espresso machine, Nespresso"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Baby bath"", ""Lake view"", ""First aid kit"", ""Kitchen"", ""Refrigerator"", ""Essentials"", ""Outdoor furniture"", ""Baby monitor"", ""High chair"", ""Waterfront"", ""Conditioner""]",1,1,0,0,0,1,1,0,4,269,$269.00,1,5,5,0
